"","V1","V2","V3","V4","V5"
"multifunctional",-13.3761547871049,-361.09282501297,-367.684219379321,-386.419740362508,-344.647270757658
"occupant",-10.1981009567576,-349.048595452146,-346.447738981218,-80.4322624525356,-37.8944140074946
"operated",-10.9852181385812,-52.1808496706922,-24.8999053849781,-10.4767754120688,-324.110402871848
"overflow",-10.4317158079385,-336.038990870522,-76.0176572896126,-80.3421345411601,-321.918427976419
"parking",-10.3316323493815,-117.421506444235,-236.434989278914,-97.4087103839332,-53.4950577111773
"programmatic",-9.08167272820155,-23.4507611787843,-70.1454249178531,-15.1544916048948,-11.6808604937774
"recharged",-11.0735696941109,-357.492869560282,-363.149845097436,-382.959794940601,-341.30134279596
"records",-8.44517632349037,-42.2757352607788,-33.7358196963796,-10.9239687536501,-17.7131160407274
"reducing",-9.82485192198033,-118.012686967596,-96.7413344489688,-43.3596457404235,-10.0382039916972
"renewals",-10.3316323493815,-347.841140326615,-352.16712632815,-386.200500904764,-346.990792379178
"riders",-11.0735696941109,-359.501174680219,-365.557487409212,-383.737269653552,-345.990858796878
"rolethe",-13.3761547871049,-361.720928851271,-366.392813868629,-386.064526908199,-347.640469426049
"routes",-10.3932298047175,-84.2353958739221,-67.0737043763718,-9.97929579895332,-10.6753531468109
"schedulingthe",-12.7339165564421,-348.452943116377,-361.120329449508,-381.572695493702,-15.2463107186537
"shuttle",-10.3316323493815,-117.022279683757,-236.371837811544,-97.6969677301985,-50.502548458532
"stops",-10.380422513551,-359.904515879683,-363.516714140228,-383.865748556836,-342.498994614626
"transit",-10.7709655461041,-104.572166029286,-96.1808115985494,-8.27544866747853,-76.1497497248903
"urban",-10.9628796112672,-81.0306522086979,-101.284712268058,-59.0948626614915,-11.8962901213019
"abilitiesamaze",-20.2061957843048,-390.348007533198,-11.3100009004223,-23.0425072371523,-357.38078271976
"amaze",-15.2508139226794,-373.769088950623,-7.58558160745375,-13.5247999662702,-292.774790689309
"assetsamaze",-18.6922983618253,-392.243942912379,-12.0075760087602,-22.9446193548033,-359.368245402293
"complianceamaze",-21.7273750063808,-385.158360332627,-11.3096259765796,-22.2123278645467,-357.513717073202
"deliveryamaze",-19.0699911256831,-389.278257007146,-12.0060915037148,-22.3437174339143,-360.480038835134
"dss",-16.0459488737735,-382.700973868296,-7.92628993914645,-18.8579877464436,-355.995268768822
"environmentamaze",-20.6230006866118,-386.069438030085,-10.6165034486149,-22.0634298765059,-358.59727756208
"excelamaze",-18.0831543548011,-388.180377345264,-12.0116890286291,-23.5334872158134,-361.570582536344
"experienceamaze",-19.1829703435169,-388.240765108947,-11.3109746368826,-22.8102880934491,-358.978417951184
"forecastingamaze",-17.5063614061991,-388.5412915033,-12.0188605721326,-22.9796280913761,-361.136844874591
"kpisamaze",-18.3316803661137,-386.068590057181,-11.313197052799,-21.1492979771334,-359.010513597039
"objectsamaze",-18.2702880018031,-387.047618518458,-12.0100977575343,-25.2160684107125,-360.358833886856
"pci",-14.9765602995945,-31.4491580633053,-7.91564001639136,-16.9464989362327,-9.88198291718056
"servicesamaze",-19.0218176256409,-384.411017430566,-11.3117438102626,-20.3352539774403,-360.173621858914
"situationsamaze",-21.7578377452743,-385.149490968377,-11.3096037429205,-22.4627773285507,-359.95701549551
"skillsamaze",-17.5337929668997,-382.883635231548,-9.36481907965469,-19.4683358284819,-360.587275074897
"statesamaze",-18.9890329821393,-386.010975067404,-11.3113478527664,-22.0707675852194,-360.731854504814
"systemsamaze",-17.0540219134987,-383.446563521594,-10.215498969178,-19.4089420729426,-357.044907672094
"techniquesamaze",-16.0226467531707,-385.74438719932,-12.0771984831519,-20.42114448771,-359.55152515594
"telephone",-9.76523687446094,-90.4686268562355,-37.5872611097771,-42.2206508216294,-51.7471572547642
"contractor",-10.0208992353605,-94.4184352612263,-67.409926163688,-59.8498023792258,-13.9946108707445
"setapples",-13.3761547871049,-309.003052058581,-349.203536312456,-74.0853609221583,-83.9705157925578
"svp",-9.33310357337585,-72.2813562808903,-86.6521643656752,-55.879933807105,-25.6256745477317
"databasecandidate",-329.274320035064,-13.0326870444315,-319.738705115891,-38.2984990415831,-334.279636723643
"flowcandidate",-326.58653059867,-13.0326870447559,-318.30929886337,-35.3218938352679,-333.010412268095
"gnuplots",-328.836815668154,-13.0326870444434,-319.625339296036,-37.7782009753309,-333.864090787231
"pluscandidate",-328.781288818709,-13.032687044421,-320.136718078082,-39.2270417759676,-333.386068493406
"shellcandidate",-328.803419089366,-13.0326870444251,-319.906003095993,-38.7589296514022,-333.993242067679
"silicons",-300.014906780374,-8.88955231802259,-336.081205575806,-55.9761730393999,-354.543440124911
"statescandidate",-329.026218402782,-13.0326870444539,-319.491673352839,-37.4720898752782,-333.500542640037
"describes",-75.8890205267164,-30.7909146439115,-97.9341966944508,-10.0618469431273,-15.4016602354156
"developmentgreat",-358.136471730393,-27.2428748784222,-315.824984693388,-13.5249241647928,-53.7336911742866
"independentlygreat",-357.844056723917,-26.8049458526345,-314.817048890165,-13.5249245350964,-54.3287980710798
"javagreat",-358.014201147974,-27.0442935486181,-315.666424388908,-13.5249243128288,-57.4479484942328
"matlabgreat",-358.643186347077,-28.4069272327204,-314.374756098273,-13.5249237012983,-53.9390286716133
"problemsgreat",-357.677770484055,-27.0557720955215,-315.1518715274,-13.5249243034481,-56.2579965233
"statesgreat",-356.310773519777,-25.1292697778864,-313.58992243049,-13.5249290694547,-54.0897435303195
"visualizationgreat",-357.411361394885,-26.7774337861668,-315.509270396326,-13.5249245642234,-54.7496341071659
"elasticsearchimagine",-77.8013444476542,-358.407672104201,-103.901808025009,-12.426311202227,-317.568915478637
"hbaseimagine",-82.0562232850602,-306.554610059917,-90.4481666334098,-12.1386291297752,-314.585906400146
"webobjectsimagine",-340.556369949358,-363.059334913956,-322.145681070764,-13.5249234908951,-331.030007766274
"accepting",-33.542315525687,-9.47105474665913,-50.890688606805,-29.8961799223328,-12.3601416302637
"designapple",-17.5156590011649,-11.3044380778806,-53.2493476688225,-34.0854295040806,-12.6338608822248
"impede",-72.3180407257586,-9.50632651979796,-227.561163172924,-114.734078029515,-377.845179681364
"kinematic",-350.515264010926,-9.94164459105581,-353.376510992525,-296.194143222787,-376.162859788283
"mechanism",-15.1948365754153,-9.45198514217235,-97.3846474661034,-11.2566014766077,-11.2732534418557
"presence",-60.7691542626572,-9.17965045594612,-75.0934390780967,-74.9991802916383,-8.9499321257607
"valuedapple",-350.08348007856,-12.3395398638542,-355.303036770234,-298.758479872664,-378.97637203161
"variation",-11.6849234032144,-8.59506203630838,-73.3430038626776,-69.8892122454592,-26.8057237457535
"electromagnetics",-354.175331568506,-13.0326870444141,-52.9445334638948,-54.8318548527413,-358.101077557263
"minimally",-351.567100596813,-10.3246368433119,-51.1301461839669,-52.6865450050586,-356.607346522632
"teamyou",-350.58171335901,-10.3246368433119,-49.969519993184,-51.7508089842854,-357.948039599337
"welcome",-52.9639322340503,-10.3210168942573,-49.9376546780607,-23.6295730225084,-10.3012335884871
"intangibles",-42.6925070856109,-13.0326870444143,-345.851262315281,-383.151581956508,-338.7158790884
"lessons",-12.1210591581052,-10.2923745041947,-318.619507599215,-78.1951329278575,-38.4139628977145
"mil",-33.5427556824189,-10.1586048491286,-79.7836305116073,-50.7815042423489,-10.9497765330512
"mlb",-42.7942348416778,-10.1994737003579,-349.019490918086,-383.839617836865,-343.060826441546
"resident",-37.4351152330966,-10.1901544777251,-296.517123332218,-27.953014503657,-11.5907058189755
"tpm",-19.58293050763,-9.42182361286041,-301.916250252164,-44.7385089139362,-30.705994697169
"travelbs",-37.2870804104584,-10.1994737003603,-342.403854782473,-377.219213125685,-338.12948164594
"languageare",-329.866502100917,-319.299143457824,-176.839756108821,-12.8317763103352,-58.8809699239889
"lifecycleare",-340.614524828635,-350.036856949613,-271.830960890644,-13.5249234908951,-49.8206677899786
"mis",-10.3053942492641,-92.8908531202634,-71.52057922148,-11.1797337171616,-10.8561468079522
"conceptsas",-88.5032501892817,-316.961096845893,-23.2762943282177,-13.5249361933251,-356.481847626987
"empowered",-24.8996567335276,-11.4054363558065,-25.9618993015663,-9.70730128362864,-9.7830510174562
"levelb",-91.2075329249771,-318.584677317427,-23.1501182484038,-11.0400180419899,-358.20854562557
"onto",-70.5300258157465,-134.668042913874,-30.8245973944813,-11.0221553991423,-9.95153463302626
"sge",-72.5613065393243,-58.1547780011814,-32.8450750707014,-10.3894292750045,-328.637452779009
"slurm",-66.9965061720393,-55.7482110836768,-27.343281771025,-10.9599741501703,-354.907563281172
"supportability",-82.5308117460479,-297.996222549595,-31.4493046109971,-10.6346109912104,-19.7796623012546
"teamas",-94.2052512972006,-321.330441039944,-27.3657156619219,-13.5249237036458,-362.828017344263
"cyclesin",-366.38509782157,-69.0661501580304,-317.285881844592,-13.5249234908951,-69.6945439411793
"atos",-360.32123467157,-58.3431925035949,-60.245555117616,-11.1270282180967,-361.626446166002
"binary",-28.2417927588783,-15.0197447710089,-43.0530601163361,-12.6221814261818,-13.8613614311669
"debugger",-365.930701859911,-65.7311747625843,-69.5007524574024,-10.5804845117287,-314.813251492829
"gdb",-362.705713141949,-59.9455209912082,-60.0595872778099,-13.5249234908951,-361.239950110347
"instrument",-81.8673378542827,-8.77308065249354,-71.9902451993883,-10.5183560086609,-38.9913197655699
"interests",-16.9608195512687,-57.9847676999095,-44.7318207285565,-10.2516291307382,-9.13924206266227
"introspect",-360.312595341749,-58.4299908821017,-59.1901259347827,-11.1270282180967,-360.045635675495
"mach",-360.518193328327,-58.5559139948457,-58.8748163321421,-13.5249234908951,-360.10315471282
"minimizing",-36.774911420338,-53.9564711373164,-51.285146752116,-11.0821232232641,-12.0221916588261
"profiling",-41.7215227527279,-32.5621251993025,-64.0787573054335,-9.56536734658811,-9.65676446279618
"responsiveness",-77.1401787544046,-66.9154742709875,-56.2513027995935,-10.2290866248916,-37.4833906162232
"xcodes",-213.545163776301,-65.3747938852503,-64.3351683347672,-10.5804845117287,-352.875532845765
"communityteam",-13.376154787105,-43.4336307010076,-356.060302082379,-379.156521293778,-108.324522418384
"companyteam",-13.3761547871052,-42.1385803976254,-358.89753802987,-378.53111275446,-108.054323577357
"conditionsteam",-13.376154787105,-43.4943961436344,-357.045797443039,-380.520462075608,-108.605446111782
"confirm",-10.1347423112127,-9.58491825428104,-26.9275460215874,-88.8762967463342,-42.8186949793906
"effortsteam",-13.3761547871053,-41.7637853052586,-356.220867392699,-377.805594764003,-107.004842873933
"focusteam",-13.376154787105,-44.0559474586513,-356.231177842437,-378.532753852542,-108.642421876766
"gfp",-10.198100956757,-41.7350149325152,-354.86232277275,-376.636714469786,-105.471684972937
"radar",-10.7398474734267,-20.9104674093407,-11.9714386994828,-19.2050306598657,-18.7344782783335
"tracker",-10.7370974574897,-47.2277037000397,-111.5481985703,-373.340257614248,-51.5573516516762
"uats",-10.1981009567571,-39.9381027713909,-354.282346894957,-376.306946876711,-106.590711755563
"uncover",-10.6974331727651,-47.2014361021731,-82.6506575705676,-58.6493069399063,-9.96939442459361
"capabilitiesin",-38.3645523747358,-13.0326870444282,-341.914121671528,-125.744588439073,-365.411441884988
"competenciesin",-37.8552053293269,-13.0326870444375,-343.74637106378,-128.352767970734,-362.764176945904
"drivenin",-39.273934638548,-13.0326870444198,-342.497646685984,-127.221817129081,-363.301892012852
"membersin",-38.1212432486118,-13.032687044432,-342.76620562295,-128.199929680817,-363.241724357827
"uncertaintyin",-38.5585232045654,-13.0326870444257,-343.342096877365,-127.484861004203,-363.308730198006
"amplify",-38.0052359629372,-325.430010713455,-70.4692662524367,-32.5470528727157,-12.2432476945713
"bias",-27.9716567670243,-10.4155228808438,-64.8390692060378,-11.1091781441588,-9.5317016311111
"bold",-39.7156648112433,-118.762352133247,-74.2472630567832,-41.3881364962383,-9.35287593392516
"funnel",-13.5424945820436,-279.041180481739,-68.9534568643202,-22.6767956420428,-10.286458681475
"lifetime",-52.506120047713,-10.0875802463951,-60.0278537599204,-16.3664172414128,-9.76130506598688
"receptive",-38.0265362066476,-354.684280307782,-61.8778323731488,-13.6712704974056,-10.8400787465895
"synthesizing",-11.909545105848,-61.6193007597181,-34.1788107346754,-9.58978129282597,-10.796792398508
"mmapples",-13.3761548060471,-30.8145613680118,-335.062864056951,-88.8511196935145,-63.4030176024755
"pressureapples",-13.3761548010976,-31.1174205343886,-336.93441566662,-87.2738414840918,-63.3859203969092
"processapples",-13.3761547902241,-32.6183945533297,-335.325567359244,-86.4194742736307,-64.6388515433422
"saps",-10.891248155262,-28.3837337723584,-334.395205528699,-83.7030986111519,-60.2062548241201
"slick",-10.891248229141,-26.7511721499256,-331.900518364452,-83.1508533619063,-60.1046191681215
"solvingapples",-13.3761548007484,-31.1426938935317,-334.967220274922,-86.3417305622756,-61.8969857145399
"technologyapples",-13.3761548020189,-31.0536550084655,-335.306702934227,-85.5503918301134,-61.6052959057635
"algorithmsapple",-30.1963419802048,-13.4472480908144,-36.4960211491773,-12.3191414001113,-54.847847080075
"closuresapple",-77.2026901224819,-33.7443286535037,-318.82904776231,-13.5249234919068,-266.809603466527
"engineersapple",-77.3903021236601,-32.6060111177502,-319.065353399138,-13.5249234940531,-266.892235872531
"planes",-76.6987483205913,-29.4764361622035,-316.710386644816,-11.1270282246609,-263.804711206877
"principlesapple",-79.4325204692754,-32.3062611846258,-318.227324356778,-13.5249234951569,-268.303570280702
"rationals",-74.0385290124666,-30.0493118372156,-315.385336265852,-11.1270282217983,-263.423683716035
"switching",-22.6357365056297,-11.3314971247014,-44.8064319085463,-12.6652505173636,-12.790519503463
"ambiguityare",-37.5384173355474,-357.799200200181,-337.827840919161,-13.5249234976074,-31.7605097695579
"amidst",-35.3501670144095,-354.50715469092,-336.214116719433,-13.5249237983529,-27.9322546985415
"collective",-12.2207082772964,-39.5328614288981,-64.6411197300817,-26.1440261220863,-11.1743121461871
"cplex",-37.2990779881221,-55.8781510894848,-191.928082250941,-16.5451242467634,-11.3367631684819
"fieldknowledge",-36.6101587978055,-356.377574157848,-334.926028798339,-10.8168733568185,-26.7466159783698
"gurobi",-44.0398311086649,-66.691833679413,-195.026995597089,-18.3913416965699,-10.8579164066832
"levers",-12.734036006775,-102.148684081289,-95.6532099811709,-30.7941665257847,-10.9763709918606
"outcomesare",-38.8343820275044,-358.627890203743,-338.257718840682,-13.5249235510422,-29.5630143289877
"problemare",-37.9002994872737,-357.476786065538,-337.876955754676,-13.5249234989555,-31.5754738822655
"stochastic",-35.9139501798876,-104.094537568003,-118.24701695337,-9.63310325870095,-25.5795024441708
"xpress",-34.2563410816957,-57.5836246675678,-256.318657756478,-12.4273832667948,-18.6764878209616
"designthe",-74.4697406234809,-60.9725834715002,-37.7216654927722,-12.4263112022292,-221.919837268891
"lexical",-73.103727257712,-342.425674931995,-300.183886389411,-11.4454819492153,-205.612428208807
"ontologist",-75.1858342407842,-343.819778535593,-302.027359452346,-11.4454819492153,-207.701951367331
"schemasthe",-76.9525724197607,-345.780643270661,-304.026459601642,-13.5249234908951,-209.847482404572
"significantly",-10.4294457819611,-42.4699065364807,-74.5816367119262,-11.5354074403665,-11.0425563287074
"taxonomies",-77.2392151176271,-345.583798885872,-304.319447179883,-13.5249234908951,-209.503414723475
